movie_id,actor_id,director_id
560,57,1218
1256,57,1218
1292,58,320
3975,59,17
4294,59,313
162,59,1242
312,59,1253
2107,60,119
4831,60,236
3777,60,674
660,60,1420
906,60,1422
1967,61,196
455,61,1214
746,61,1214
1388,61,1214
3823,62,439
155,63,877
1613,63,1184
606,63,1351
1498,64,562
91,64,1301
4182,65,32
1281,65,103
1109,65,173
972,65,354
757,65,877
167,66,377
902,66,377
4470,66,577
306,66,726
307,66,877
393,66,894
309,66,1040
3645,66,1526
3837,68,224
4486,68,242
3560,68,598
580,68,1008
188,69,642
34,69,1253
369,70,1668
473,72,334
1479,72,452
224,72,627
35,73,1200
3149,73,1346
2484,74,290
765,74,695
1766,75,262
3395,75,668
3081,76,127
36,76,1668
3812,77,787
3291,77,816
4812,78,81
194,78,137
4004,78,215
1368,78,631
1627,78,830
37,78,1038
3309,79,350
4662,79,1445
2193,80,379
43,80,465
2349,80,773
3468,81,84
38,81,788
1635,82,483
4194,82,973
2432,83,24
1212,83,648
1531,83,994
39,84,269
2757,84,466
777,84,542
1858,85,53
2196,87,264
358,87,998
3581,87,1111
1769,87,1317
109,88,17
40,88,37
245,88,37
710,88,37
3355,88,37
2130,88,42
4859,88,63
1686,88,71
4150,88,81
331,88,109
426,88,109
1071,88,118
1287,88,118
1439,88,203
2048,88,203
835,88,207
1727,88,207
2512,88,208
1158,88,222
1857,88,243
960,88,269
2672,88,280
656,88,334
3142,88,450
4606,88,492
3638,88,1032
1408,89,10
4841,89,217
2016,89,385
42,89,455
1278,90,41
2898,90,59
1723,90,64
939,90,84
1882,90,212
2531,90,280
2315,90,341
1581,90,372
43,90,465
110,90,465
418,90,465
1568,90,465
801,90,484
296,90,499
1147,90,513
3032,90,673
2802,90,727
2623,90,790
1106,90,828
44,91,5
535,91,5
1060,91,5
1091,91,1351
2519,91,1617
3930,92,773
45,92,943
204,92,943
3215,93,1
47,93,994
2332,93,1132
3747,94,29
2115,94,41
48,94,83
341,94,83
1594,94,84
2424,94,92
515,94,104
732,94,104
1077,94,104
1291,94,104
1722,94,104
1859,94,104
73,94,109
136,94,109
262,94,142
870,94,146
2150,94,216
1221,94,287
1406,94,287
2448,94,295
1435,94,397
2125,94,410
2004,94,434
1085,94,600
3962,94,776
662,94,838
860,94,1163
866,94,1218
295,94,1412
49,95,71
4168,95,1445
652,96,104
951,96,185
1771,96,226
50,96,243
241,96,243
728,96,243
4461,96,275
1163,96,368
2757,96,466
2582,96,568
1032,96,1422
3387,97,6
224,97,627
93,97,1064
52,98,156
820,98,339
595,98,417
3391,98,469
1229,98,1265
1548,99,26
74,99,173
671,99,173
433,99,219
2014,99,226
54,99,252
2613,99,266
1459,99,276
2174,99,521
195,99,611
1207,99,770
3314,99,792
888,99,1242
55,100,1520
495,100,1520
695,100,1520
909,100,1520
1447,101,208
57,101,467
1038,102,165
58,102,530
190,102,530
343,102,530
2621,103,193
873,103,208
4724,103,469
1867,103,600
1177,103,875
283,103,1159
59,104,375
961,105,275
60,105,482
825,105,482
1888,105,482
559,105,571
1172,106,71
870,106,146
766,106,642
61,106,1412
1246,108,226
1167,108,282
62,108,658
3093,109,1097
1325,110,460
244,110,631
2359,110,1288
1128,111,1420
4712,112,84
2636,112,211
4642,112,1590
2240,113,850
65,113,867
514,113,867
978,113,867
3137,113,919
3927,113,1272
66,114,255
446,114,390
2291,114,979
2320,115,239
67,115,998
1583,116,17
3700,116,27
1231,116,109
4466,116,115
4037,116,132
798,116,207
1311,116,246
944,116,252
3010,116,252
1353,116,361
1478,116,379
674,116,417
3582,116,419
2979,116,448
268,116,465
2021,116,529
4660,116,576
361,116,666
4732,116,702
68,117,219
2352,117,502
2789,117,753
1148,118,37
2289,118,89
4647,118,125
3898,118,149
1299,118,465
57,118,467
3986,119,54
3435,119,236
584,119,642
2529,119,793
2239,119,1250
220,119,1448
69,119,1603
977,120,508
4314,121,625
1883,121,1021
3345,121,1062
3222,122,289
71,122,545
75,123,379
3941,123,976
2277,124,291
76,124,877
139,124,877
3940,124,1524
4289,125,119
2061,125,574
371,125,575
1583,126,17
3678,126,124
246,126,205
3614,126,1441
1793,127,778
4254,127,916
801,128,484
1864,128,501
78,128,623
4240,129,67
79,129,417
4216,129,604
2363,129,858
4653,130,37
1053,130,42
349,130,203
119,130,207
3574,130,216
4473,130,247
200,130,269
461,130,269
857,130,269
4091,130,344
1308,130,420
3354,130,421
3953,130,421
1641,130,462
2078,130,545
2471,130,561
4166,130,809
1617,130,862
3434,130,908
397,130,1242
659,130,1242
278,131,185
2834,131,572
161,132,404
3275,132,551
226,132,642
81,132,1553
300,132,1668
1401,132,1690
1592,133,48
1462,133,104
1718,133,138
1104,133,146
4768,133,147
4022,133,168
4274,133,177
1165,133,196
2353,133,196
124,133,230
334,133,230
3097,133,230
3374,133,230
3698,133,230
4044,133,379
636,133,391
2496,133,416
964,133,455
113,133,484
1324,133,495
323,133,513
439,133,513
840,133,540
1449,133,664
285,133,943
82,133,1608
1455,134,262
952,134,467
84,134,542
2610,135,701
4695,135,1045
108,136,934
850,136,1049
2435,137,277
4537,138,325
2779,138,686
4306,138,881
910,138,979
2134,139,1176
89,139,1336
3253,140,132
1163,140,368
35,140,1200
91,140,1301
92,141,130
4448,141,162
897,141,519
503,142,207
4765,142,412
3094,142,491
1217,142,493
2608,144,80
3120,144,80
731,144,84
749,144,118
1776,144,182
654,144,185
1082,144,185
2008,144,185
975,144,206
2682,144,236
2945,144,236
634,144,247
3635,144,381
2096,144,398
441,144,455
941,144,573
1461,144,573
1653,144,591
4465,144,869
549,144,1242
2408,144,1550
1647,145,56
3450,145,351
561,145,695
2797,145,904
707,145,1337
96,146,993
1923,146,1193
97,147,1223
1259,149,1185
99,149,1519
215,150,681
1536,151,41
1652,151,227
1190,151,370
1935,151,452
783,151,622
1797,151,711
502,151,877
1778,151,1417
578,152,76
141,152,104
356,152,379
173,152,788
691,152,1357
2586,153,4
1381,153,627
2684,153,915
100,153,1115
388,153,1115
970,153,1115
4381,154,84
101,154,1330
982,155,785
1599,155,823
102,155,1277
373,155,1277
604,155,1631
105,156,146
1824,156,234
205,156,542
1779,156,1602
4494,157,32
107,158,823
2216,160,758
3355,161,37
2111,161,71
3294,161,613
1155,162,351
517,162,447
4093,163,934
1417,164,252
1721,165,77
2577,165,325
3168,165,355
4165,165,367
4455,165,426
185,165,447
3420,165,521
1792,165,547
2068,165,695
865,165,709
282,165,830
2301,165,869
108,165,934
497,165,1034
459,165,1114
3928,165,1245
657,165,1640
239,166,0
924,166,0
1274,166,0
2591,166,64
4372,166,75
813,166,127
1687,166,130
2124,166,146
1565,166,164
1985,166,173
111,166,209
2522,166,222
3374,166,230
625,166,243
821,166,243
1305,166,243
1606,166,354
646,166,379
523,166,704
3893,166,793
330,166,1106
4699,166,1548
112,167,37
50,167,243
821,167,243
634,168,247
3420,168,521
2061,168,574
1610,168,785
1135,168,828
2516,168,1053
4433,169,1024
114,169,1668
467,170,517
115,170,623
1107,171,83
1605,171,97
217,171,146
52,171,156
797,171,209
116,171,379
571,171,379
1387,171,573
1527,171,1064
471,171,1200
147,171,1265
744,172,698
117,172,766
948,172,766
265,172,847
431,172,847
2189,172,1174
3998,173,4
1977,173,76
1407,173,84
1569,173,697
118,173,885
4749,174,895
120,175,752
927,176,37
1428,176,71
121,176,203
615,176,275
1748,176,275
1855,176,275
277,177,658
122,177,1214
4024,178,144
4057,178,374
4513,178,1091
125,178,1617
4332,179,196
126,179,229
4208,179,252
2909,180,37
328,180,325
128,180,404
4191,181,434
4571,181,1305
237,181,1578
111,182,209
4153,182,381
130,183,600
2804,183,711
3859,184,80
3768,184,591
1230,185,835
2536,186,1445
134,187,275
554,187,420
244,187,631
4447,187,1311
2474,187,1470
238,187,1608
4150,188,81
137,188,84
4167,188,773
2638,189,80
1518,189,147
964,189,455
384,189,643
211,189,788
138,189,1159
1037,190,29
1526,190,35
921,190,226
3627,190,345
4259,190,424
140,190,1030
2467,191,372
2438,191,447
764,191,627
142,191,969
2039,192,404
3579,192,1344
682,192,1448
143,192,1484
1429,194,5
213,194,532
144,194,1448
378,194,1448
4428,195,423
145,195,999
1877,195,1068
4759,195,1168
97,195,1223
146,196,838
3042,197,29
310,197,1079
2521,198,325
1329,198,1471
2622,200,31
1261,200,238
286,200,291
192,200,417
753,200,521
1569,200,697
4726,200,1155
4622,201,36
4272,201,773
3544,201,1112
900,202,781
3024,203,187
3071,203,216
149,203,1200
258,204,275
150,204,291
2409,204,1079
266,205,173
485,205,405
920,205,405
4842,205,911
199,205,1218
3670,206,119
2898,207,59
3520,208,195
3685,208,415
526,208,595
574,208,642
844,208,830
153,208,979
3909,209,625
1286,209,628
154,209,1527
156,210,254
2516,211,1053
3741,212,162
1766,212,262
1710,212,495
2845,212,943
2132,213,105
1231,213,109
4621,213,119
3182,213,429
4248,214,15
4158,214,267
287,214,414
163,214,1060
3785,215,1329
710,216,37
164,216,484
1744,217,105
249,217,209
3532,217,282
2811,217,307
1703,217,398
2718,217,817
311,217,1030
1028,217,1030
4857,218,25
2327,218,305
3543,219,832
168,219,1631
2090,220,275
170,220,450
658,220,830
498,221,877
808,221,889
2981,221,1278
1482,222,110
3210,222,272
761,222,308
256,222,737
2050,222,886
3040,223,9
3195,223,293
171,223,1253
273,223,1396
649,224,252
1387,224,573
2487,224,757
2945,225,236
34,225,1253
327,226,252
641,226,280
645,226,291
1155,226,351
298,226,573
2122,226,665
1016,226,1412
172,226,1430
1099,227,17
881,227,109
1332,227,600
884,227,650
673,227,1617
2457,228,111
1838,228,205
267,229,417
2895,230,26
2902,230,545
298,230,573
3657,230,1383
2677,231,427
175,232,1223
176,233,1163
2042,234,186
1797,235,711
3961,237,83
4728,237,272
3690,237,311
909,237,1520
3080,238,14
718,239,42
1678,239,521
4109,240,202
2602,241,10
178,242,417
466,242,600
70,242,781
1129,242,1194
4690,242,1198
4333,242,1633
3392,243,10
324,243,17
4124,243,27
3057,243,33
2430,243,37
2886,243,37
4239,243,51
4643,243,51
3845,243,60
729,243,77
1054,243,84
2599,243,101
4531,243,101
2123,243,131
3695,243,138
628,243,142
2730,243,156
413,243,161
837,243,161
1161,243,203
1540,243,205
1547,243,294
2279,243,294
1949,243,327
1044,243,339
3328,243,349
208,243,420
1964,243,601
201,243,1133
3865,244,24
1573,244,50
2653,244,96
533,244,161
2557,244,180
248,244,221
2198,244,227
2379,244,286
2649,244,286
1891,244,290
2484,244,290
3234,244,353
3498,244,353
4096,244,353
855,244,379
1943,244,390
181,244,455
620,244,455
1301,244,455
1767,244,493
1101,244,526
4594,244,542
1499,244,545
1124,244,591
430,244,627
1984,244,697
569,245,17
990,245,71
319,245,104
3213,245,154
182,245,320
2399,245,429
1133,245,452
1222,245,495
396,245,631
3499,245,954
914,245,1253
726,245,1265
1335,245,1640
2603,246,20
2741,246,41
1580,246,48
3510,246,53
362,246,71
2932,246,151
2822,246,162
2819,246,194
2499,246,195
2825,246,195
536,246,255
1646,246,291
2160,246,301
270,246,312
917,246,404
2341,246,445
3546,246,579
4219,246,758
1075,246,979
2666,246,1690
3595,247,285
184,247,465
2463,247,504
4185,247,598
3885,248,660
1909,249,159
2211,249,272
185,249,447
735,249,530
1836,250,41
730,250,101
336,250,104
1275,250,260
2020,250,268
663,250,269
3491,250,356
562,250,828
186,250,1218
3650,250,1449
2297,251,11
187,251,770
390,251,979
4253,252,10
4852,252,164
188,252,642
2353,253,196
3892,253,305
4763,254,50
2431,254,186
189,254,467
838,254,1212
1660,254,1212
1910,254,1212
4209,255,719
3022,256,1
2634,256,17
2152,256,24
2001,256,47
2761,256,70
3267,256,70
3742,256,70
3106,256,77
3237,256,97
3539,256,103
1987,256,130
3950,256,130
2495,256,131
3226,256,133
2133,256,160
3931,256,160
1680,256,168
4081,256,168
2437,256,170
1838,256,205
1228,256,388
2926,256,464
4200,256,469
827,256,503
3460,256,512
191,256,711
3611,256,840
3130,256,850
1370,256,852
4330,256,983
3897,256,1203
1418,256,1690
785,257,312
1874,257,465
193,257,467
3570,257,478
412,257,484
1117,257,627
3807,258,244
3525,258,440
627,258,452
1898,258,455
696,258,627
211,258,788
1185,258,819
658,258,830
1334,258,1040
2182,258,1054
3512,259,8
520,259,142
3128,259,243
2881,259,384
196,259,943
600,259,1212
162,259,1242
198,260,161
3505,260,165
2471,260,561
2683,260,946
712,261,23
1048,261,23
481,261,84
1377,261,84
4521,261,195
4040,261,349
1618,261,368
1927,261,462
3016,261,582
1913,261,713
2164,261,770
771,261,1040
3084,262,326
2398,262,773
1079,262,1127
757,263,877
489,263,996
2380,264,343
3347,264,531
3862,264,1383
4068,265,541
4602,265,864
596,265,1277
3249,266,20
4264,267,608
1244,267,927
2,268,611
2783,268,930
1731,268,1242
2277,269,291
203,269,485
3341,269,695
375,271,1218
3406,272,51
3046,272,287
1092,272,1030
444,272,1357
4032,273,79
4166,273,809
3343,274,583
383,274,695
597,274,1338
143,275,1484
887,277,203
1439,277,203
2006,278,503
832,279,5
1139,279,484
777,279,542
766,279,642
151,279,830
539,279,847
852,279,978
1123,279,1242
264,279,1553
1744,280,105
1719,280,185
1110,280,207
1181,280,243
333,280,320
871,280,320
775,280,564
2147,280,587
2027,280,785
2566,280,785
3790,280,1503
3361,281,4
1089,281,704
163,281,1060
797,282,209
2723,283,149
216,283,540
2809,284,291
1023,284,405
3001,284,420
616,285,465
193,285,467
3020,285,565
4818,285,1323
774,286,118
340,286,127
4733,286,466
1600,286,532
51,286,999
453,286,1025
1331,286,1232
778,286,1466
4646,287,880
3817,290,89
3818,291,85
510,291,127
952,291,467
221,291,513
748,291,513
1498,291,562
829,291,611
2762,292,77
222,292,877
3632,292,1241
223,293,130
2624,293,398
1808,293,1079
806,293,1159
3116,294,1548
750,295,17
253,295,42
1672,295,67
88,295,76
1039,295,127
1159,295,130
2128,295,147
225,295,173
4641,295,218
1833,295,222
1575,295,246
1297,295,275
3195,295,293
1453,295,339
4327,295,339
2172,295,420
2341,295,445
517,295,447
741,295,474
2778,295,525
372,295,752
4014,296,95
704,296,123
1151,296,161
46,296,205
3905,296,297
3528,296,1155
1889,296,1192
1833,297,222
1451,297,800
227,297,1277
229,298,861
3039,299,28
4086,299,553
4658,299,695
231,299,1420
3307,299,1666
2253,300,123
3867,300,294
1222,300,495
232,300,1064
3353,301,11
1180,301,70
402,301,83
988,301,123
276,301,833
1497,301,935
475,301,1106
4469,302,106
1066,302,219
1237,302,229
3756,302,321
382,302,823
400,302,943
301,302,1242
576,302,1253
2733,303,663
233,303,828
1375,303,941
1821,304,221
4572,304,1087
235,304,1330
1684,305,14
2442,305,14
2596,305,84
1737,305,206
1402,305,280
1856,305,372
2959,305,390
2324,305,508
247,305,545
3263,305,719
1475,305,867
2989,305,1070
4311,305,1070
486,305,1338
993,306,130
753,306,521
4275,307,26
254,307,379
3559,307,557
2665,307,1240
2273,308,422
1992,309,118
1631,309,517
236,309,1420
1480,309,1536
1607,309,1723
3844,311,895
1279,312,101
626,312,491
716,313,158
3269,313,463
1712,314,153
3959,314,343
191,314,711
565,314,823
3759,314,1166
1256,314,1218
1080,315,1212
4432,315,1334
1249,315,1383
1126,315,1666
293,316,76
1856,316,372
447,316,623
3621,316,990
1029,317,766
4474,317,1332
3943,319,59
1851,320,119
2918,320,171
503,320,207
3868,320,469
3846,321,33
3565,321,1220
347,323,623
1823,324,252
2429,324,317
3999,325,20
3578,325,314
240,325,503
1986,325,1320
152,326,325
462,326,379
242,326,540
723,326,540
4141,326,1029
530,327,164
247,327,545
1306,327,545
709,327,847
4744,327,1300
3576,328,500
4105,329,32
925,329,208
249,329,209
816,329,276
1528,329,711
1920,329,722
511,329,978
580,329,1008
711,329,1033
250,330,71
3308,331,32
1487,331,93
2136,331,127
818,331,180
2016,331,385
2689,331,591
1385,331,704
3003,331,837
1818,331,912
1022,331,926
782,331,1240
1790,331,1578
1054,332,84
251,332,996
252,333,255
839,333,255
2655,334,271
254,334,379
3458,334,606
4547,334,919
271,334,1396
2618,335,50
419,335,452
681,335,540
687,335,960
568,335,1578
243,336,735
255,337,339
4212,337,672
1340,337,1214
2210,337,1712
2308,338,24
1839,338,39
1103,338,76
933,338,77
617,338,84
1713,338,118
1412,338,130
2848,338,182
2803,338,196
2524,338,237
2170,338,257
768,338,388
2070,338,566
329,338,711
2652,338,1577
3737,339,89
647,340,196
3946,340,344
1916,340,1693
2417,341,2
1414,341,28
1973,341,28
3702,341,30
1811,341,37
2726,341,37
4400,341,37
1272,341,42
2109,341,42
2800,341,42
257,341,84
1407,341,84
3050,341,84
3542,341,84
4522,341,84
4140,341,114
721,341,146
3980,341,174
4581,341,174
822,341,205
1164,341,247
733,341,255
3260,341,269
1952,341,289
484,341,291
4537,341,325
3626,341,370
614,341,483
1045,341,483
1560,341,706
3871,341,706
363,341,766
443,341,830
846,341,908
2337,342,1107
4613,343,30
259,343,655
662,343,838
2407,343,1275
601,346,377
4467,346,951
333,347,320
261,347,894
358,347,998
2622,348,31
1946,348,100
1990,348,151
3486,348,151
2173,348,262
1835,348,277
2976,348,305
2311,348,483
3770,348,679
1073,348,886
4354,348,927
263,348,1106
1138,348,1221
4303,350,142
819,352,196
440,352,417
701,352,484
2836,352,866
2043,352,943
1019,352,996
1326,352,1193
4505,353,8
4257,354,155
3181,354,692
274,354,764
1018,354,1260
4134,355,198
445,356,101
2044,356,370
878,356,420
2246,356,639
275,356,1471
3731,357,65
2741,358,41
2912,358,236
1725,358,308
2971,358,688
276,358,833
389,359,187
1415,359,212
417,359,499
965,359,499
3671,359,516
587,359,519
277,359,658
1467,359,694
1366,359,780
2214,359,1109
1111,359,1239
1951,360,162
2381,361,1074
2289,362,89
4677,362,469
867,363,308
509,363,327
360,363,375
1514,363,398
280,363,404
611,363,943
1121,363,1249
3127,364,104
3964,364,429
1435,365,397
268,366,465
281,366,819
834,366,1193
3007,368,11
2833,368,296
4044,368,379
2394,368,600
2664,368,665
3710,369,381
2712,369,1623
891,370,275
1803,370,562
2667,370,811
284,370,1114
998,370,1383
289,372,711
1814,373,109
2670,373,352
756,373,375
4552,373,407
3658,373,1142
293,374,76
4741,374,163
1774,374,1250
37,375,1038
4605,375,1078
294,375,1706
3109,376,202
3610,376,329
3917,376,688
2295,377,243
296,377,499
3591,377,547
297,378,595
1071,380,118
3325,381,332
492,381,542
2192,381,559
552,381,573
3489,381,767
709,381,847
310,381,1079
302,381,1530
2593,381,1594
4345,382,1546
2561,383,390
4087,384,385
4036,385,305
1118,385,391
3976,385,466
304,385,1420
4722,386,70
2511,386,526
3054,388,101
2983,388,111
308,388,1253
362,389,71
611,389,943
2425,390,51
4747,391,145
4771,391,234
2247,392,85
3198,393,343
591,393,554
1618,394,368
314,394,666
1230,394,835
524,396,781
875,396,795
315,396,818
1932,396,1116
3473,397,1225
1357,398,357
4606,398,492
1370,398,852
1265,399,1183
3298,400,927
638,400,1151
3884,401,37
4804,401,47
444,401,1357
542,402,465
436,402,960
1263,402,962
475,402,1106
266,404,173
581,404,275
3334,404,1000
3556,405,252
352,405,455
4477,405,837
42,407,455
1035,407,1129
318,407,1485
1130,407,1700
4305,409,191
3115,409,773
2539,410,118
3880,410,424
3767,410,961
1667,411,979
319,412,104
1184,412,960
1208,413,14
1564,413,15
320,413,42
718,413,42
831,413,42
1966,413,96
2513,413,96
3539,413,103
2284,413,166
738,413,205
962,413,308
1633,413,500
1347,413,591
469,413,623
4090,413,700
676,413,818
973,413,1218
422,414,156
694,414,830
459,414,1114
321,415,591
4848,415,1204
4349,415,1341
4563,416,66
4246,416,218
2901,416,227
1223,416,246
841,416,360
1115,416,360
1049,416,390
1288,416,398
496,416,1166
394,416,1177
630,416,1177
1188,416,1180
4383,417,69
322,417,84
702,417,182
554,417,420
1059,418,1114
325,418,1529
1724,419,17
326,419,130
1563,419,166
3825,419,202
1421,419,271
2310,419,375
1631,419,517
1015,419,1253
3579,419,1344
745,419,1383
1099,420,17
1930,420,247
327,420,252
2690,420,695
345,420,818
1715,420,1126
572,420,1420
332,421,37
971,421,209
828,421,246
980,421,320
689,421,325
1757,421,599
1298,421,1216
2056,422,35
3513,422,41
2605,422,138
2322,422,159
1975,422,170
734,422,294
1706,422,325
366,422,339
4080,422,442
2645,422,445
587,422,519
3714,422,612
1351,422,695
660,422,1420
4283,423,56
861,423,83
2464,423,130
4017,423,145
3159,423,377
2903,423,440
4798,423,691
335,423,1260
2291,424,979
4437,424,991
337,424,1064
2072,424,1163
4083,424,1270
338,425,1164
1878,426,120
3992,426,242
339,426,255
4451,426,314
1169,426,435
1696,426,464
2476,426,558
2077,426,613
1420,426,773
2349,426,773
2398,426,773
2774,426,773
4167,426,773
3580,426,916
4254,426,916
4236,426,995
4213,426,1082
987,426,1159
4108,426,1295
342,427,47
647,428,196
754,428,246
4267,428,324
1515,428,623
963,428,835
348,429,23
206,429,76
680,429,1159
350,430,229
1344,430,540
1396,431,275
1985,432,173
353,432,600
1144,432,642
1383,433,1129
986,434,877
355,435,1239
449,435,1239
1109,436,173
71,436,545
357,436,1301
1008,437,866
359,437,1357
724,438,147
2470,438,205
2974,438,366
2193,438,379
1546,438,467
2178,438,662
688,438,1033
2427,438,1041
570,439,1114
760,439,1609
776,440,379
1204,440,379
4218,440,887
1822,441,24
2308,441,24
3254,441,24
3398,441,96
2798,441,155
4479,441,337
3775,441,354
2507,441,359
3710,441,381
2163,441,402
2647,441,424
364,441,742
991,441,742
1136,441,824
2388,441,1113
1265,441,1183
1112,441,1468
1470,441,1468
1639,441,1468
2732,442,5
1691,442,37
365,442,455
424,442,467
787,442,1354
2451,443,720
2166,444,29
1855,444,275
2815,444,1584
1719,446,185
367,446,275
365,446,455
3376,447,119
776,447,379
2881,447,384
4284,447,384
525,447,404
429,447,447
555,447,462
368,447,519
897,447,519
370,448,360
1293,448,388
3147,448,1101
1088,448,1159
3121,449,325
4045,449,1282
1938,450,332
415,450,339
371,450,575
3191,451,1284
1879,452,664
708,452,1200
3280,453,345
1105,453,455
2000,454,5
4320,454,31
2504,454,50
936,454,77
520,454,142
2188,454,142
842,454,161
513,454,205
1046,454,206
3112,454,222
4326,454,243
817,454,256
1729,454,256
2616,454,256
641,454,280
1596,454,280
714,454,310
1292,454,320
1191,454,325
4450,454,385
4149,454,419
4507,454,680
4459,454,724
4354,454,927
375,454,1218
4837,454,1272
916,456,830
4232,456,882
377,456,996
468,457,905
1134,458,35
3748,458,1097
807,458,1614
380,459,994
1770,459,1619
